molecule,smiles,qed,sas,logp,tpsa,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6880>,CC1(C)C(=NC(=O)c2cccc(C(=O)O)c2)CC2CCC1C2,0.9025352879043889,4.130848042387738,3.8122000000000025,66.73,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6820>,CC(C)(N)c1ncn2c(N(CCO)Cc3ccc(C(F)(F)F)cc3)c(-c3ccccc3)nc2n1,0.4242193187846228,2.9408295134756486,4.002800000000002,92.57,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff68e0>,Cc1[nH]c(=NC(=O)C2CCC(CCN3CC(c4ccccc4)(c4ccccc4)CC3=O)CC2)cc2c1CCN(C)C2,0.4614635222872694,3.389947615697082,5.153420000000005,68.77,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6940>,Cc1cc(-c2ccncc2)cc(C)c1CCN,0.8736580388450217,2.094487735686709,2.8666399999999994,38.91,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff69a0>,CCC1CC2(CCC3(O)C4(C)CCC(=O)C(C)(C)C4CCC23C)OC1=O,0.7153053164900192,5.319454242161003,4.034900000000003,63.6,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6a60>,COC(=O)C=C1C=C2CC(OC(C)=O)C(C)C(=O)C2(C)CC1,0.5783678827804877,4.298835366039816,2.3529,69.67,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6a00>,CC(=O)NC(C)c1ccc(OC2CCN(c3ncnc(OCC(C)C)c3F)C2)cc1,0.7097937624922279,3.3240803854269547,3.5053000000000027,76.58,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6ac0>,Cc1occc(=O)c1C(=O)NC(CC(=O)O)c1ccccc1,0.8787609744434313,2.6737568190266696,1.89402,96.61,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6b80>,CC(=NOCC(=O)Nc1ccc(C(N)=O)cc1)c1cc2ccccc2o1,0.5257350374417563,2.22845547698965,2.9110000000000014,106.92,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6be0>,CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N1CCOCC1,0.8311912902460428,2.328094632577919,0.82914,88.7,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6c40>,CCc1nc(C2CCCN2C(=O)CCc2ccc(F)cc2)no1,0.8501441479621517,2.713297389347739,3.067400000000002,59.230000000000004,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6b20>,Cc1nc(Cn2c(=NC(=O)c3ccc(S(=O)(=O)N(C)C)cc3)[nH]c(=O)c3cc(Cl)ccc32)oc1CC#N,0.3934135000829909,3.2629245464296517,2.3852,154.42,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6ca0>,COc1ccc(S(=O)(=O)N2CCN(CCCOc3ccccc3C(C)=O)CC2)cc1,0.44797159953512133,1.995212494276652,2.6732000000000014,76.15,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6d00>,COc1ccccc1N1CCN(Cc2nc3sc4ccccc4n3c2-c2ccccc2)CC1,0.34876882418837374,2.427281547752907,5.5468000000000055,33.010000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6d60>,Cc1cc(Cl)cc(OCc2cncc(-c3sc(=Nc4ccc(C(C)C)cc4Cl)[nH]c3-c3ccc(NCC(C)C)cc3)c2)c1,0.16124509560870912,3.209126583218171,10.423119999999994,62.300000000000004,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6e20>,CCOc1cccc(CC(=O)NCC(=O)NNC(=O)c2c(Cl)cnn2C)c1,0.5955991008467127,2.326511192607253,0.5920999999999995,114.35,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6dc0>,CC(CC(=O)O)c1ccc2c(c1)CCC2(C)C,0.8657813533737072,2.806908114298375,3.4886000000000026,37.3,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6e80>,CCC(C)C(NC(=O)c1ccc(F)cc1)C(=O)NCc1ccc(C(=O)O)cc1,0.6499234880180383,2.560390021227551,2.984800000000001,95.50000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6ee0>,CCCC(=O)Oc1ccc(C=C2SC(=O)N(CCC(=O)N3CCOCC3)C2=O)cc1OCC,0.30441463649318296,2.5118306235618917,3.0760000000000023,102.45000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6f40>,COCc1cc(-c2cnc(C(C)NS(=O)(=O)c3cccc(Cl)c3)cn2)on1,0.6397810015928364,3.0982136481419946,2.970900000000001,107.21,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff6fa0>,CCc1cc2oc(=O)c(C(=O)Nc3ccc(O)c(CN4CCCCC4)c3)cc2cc1NC(=O)CNC(=O)CN(C)C,0.2177816153373497,2.7645340466574257,2.9155000000000006,144.22,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8040>,CCOc1ccccc1NC(=O)Nc1cccc(SC)c1,0.8021751001178383,1.7696997742783225,4.451200000000003,50.36,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8100>,COc1cc(C=Nn2c(-c3ccoc3)n[nH]c2=S)cc(OC)c1OC,0.5368298917247405,2.662984063912287,3.108690000000001,86.80000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8160>,CSc1ccc(C2=Nn3c(nnc3-c3ccccc3Cl)SC2)cc1,0.6259675467449162,2.545009946847161,4.678500000000003,43.07,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff81c0>,CC(SCc1ccccc1)C(=O)N(C)C1CCS(=O)(=O)C1,0.8293931763033046,3.0096499731209327,1.9537999999999995,54.45,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff80a0>,Cc1cc(C(=O)Nc2ccc(F)c(C3(C(F)F)N=C(N)OC4CC43)c2)c(S(C)(=O)=O)s1,0.6936015023189325,4.346298306979577,3.0452200000000014,110.85,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8280>,COc1ccc(CCNC(=O)C(C#N)=Cc2ccccc2)cc1OC,0.6231748674364772,1.979617866729189,2.969680000000001,71.35,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff82e0>,COc1ccc(OC)c(C=Cc2ccc3ccccc3[n+]2C)c1,0.6831326587826083,2.368385926819988,3.851900000000003,22.34,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8220>,C#CC(CC(C)C)(c1ccc(-c2cn(C(=O)OC)c3c(F)c(F)ccc23)cc1)c1nc2ccccc2s1,0.2250634643272947,3.613968062876334,7.776100000000007,44.120000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff83a0>,COc1cc2c(cc1O)c1ccccc1n2-c1cc(OC)c(OC)c(OC)c1,0.552234471948834,2.191466161994697,4.523700000000004,62.08000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8400>,CC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccccc1C(=O)O,0.7528758068224132,2.3329058049793066,2.0204999999999997,103.7,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8460>,CN(C)c1ncnc2c1cnn2CC=Cc1cnn(CC(=O)c2ccc[nH]2)c1,0.4956760647573264,3.15738874124386,2.0132,97.51999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8340>,Cc1ccc(N2CCN(c3nc4ccccc4c4nc(CC(=O)NC(C)(C)C)nn34)CC2)cc1,0.5062959723648085,2.529750323192248,3.369720000000002,78.66,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff84c0>,CCOCCc1nc(=NCc2ccccc2)c2cnn(Cc3ncc(Br)cn3)c2[nH]1,0.40151803592513086,3.2481116201507776,3.0401000000000007,93.87,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8520>,CN(Cc1ccncc1)C(=O)c1nn(C)c2c1CCc1c[nH]c(=Nc3cccc(Cl)c3)nc1-2,0.5055002770726394,3.1973971587584433,3.461800000000002,92.06,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff85e0>,Cc1ccc(C2=NC(=S)NC(c3ccc(Cl)cc3)C2CC(=O)O)cc1,0.7909896854905011,3.2962556108434278,4.157820000000002,61.69,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8580>,CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)N=c2[nH]nc(-c3ccc(Cl)cc3)o2)c1,0.5917121331331906,2.793575052200655,3.7481000000000027,108.63,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8640>,CCOC(=O)C=Cc1c(C)nc2ccccn12,0.5995132884279945,2.3706896587636326,2.2190200000000004,43.599999999999994,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8700>,CCOc1ccc(-n2nc(C(=O)NCc3ccc(Cl)cc3)cc2OCC)cc1,0.6144683562119467,2.1074604292780474,4.253100000000003,65.38,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff86a0>,COc1ccc(C=CC(=O)c2c(O)c(OC)c(OC)c(OC)c2CC=C(C)C)c(OC)c1,0.3201821123114721,2.777134686693019,4.840000000000004,83.45000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8760>,CC(O)(CNC(=O)c1cc(NC(=O)Nc2ccc(C(F)(F)F)nc2)cc(C(=O)N2CCC3(CC2)OCCO3)c1)c1ccccc1,0.30506108242173646,3.8500486831612566,4.361000000000003,142.12,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff87c0>,COC(=O)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CC1)(C(=O)N1CCCC1C(=O)c1nc2ccccc2s1)C(F)(F)F,0.17590713892456442,4.300723424136015,1.9208999999999994,163.45,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8880>,CCCc1c(C2CCCC(=O)N2)c(=O)n(C)c2ccccc12,0.9470205549194745,3.0051150137140556,2.832200000000001,51.1,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff88e0>,Cc1c(Cc2cc(F)ccc2F)c(=O)ccn1-c1ccccc1,0.716011069666493,2.2766910155773825,4.014920000000003,22.0,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8940>,COc1ccccc1C(=O)OCC(=O)OCC(=O)C1CCCCC1,0.713105880253674,2.044889138831648,2.544600000000001,78.9,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8820>,CC(C)Cn1c(CC(=O)N=c2[nH]c(-c3ccc(Br)cc3)cs2)nc2ccccc21,0.4378669429787853,2.8867907787964793,5.1814000000000044,63.04,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8a00>,Cc1cc(C)cc(OCC(=O)Nc2ccc([N+](=O)[O-])cc2N)c1,0.5009111589466004,2.0212035092375693,2.8113400000000004,107.49,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff89a0>,CN(C)c1[nH]cnc(=NCc2cccc(OC(F)(F)F)c2)c1-c1ccc(F)cc1,0.6438005900319075,2.9946649215212258,4.2813000000000025,53.510000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8a60>,CCN(Cc1ccccc1)C(=O)Cc1c(-c2ccccc2)[nH]c2ccc(OC)cc12,0.45081729979555035,2.102291008865512,5.434700000000005,45.33,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8ac0>,CC(=O)OC1C(=O)N2CCC3(CC(C#N)=NN3c3cccc([N+](=O)[O-])c3)C2CC1C,0.42237648329979227,4.976804894647366,1.9956799999999997,129.14000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8b20>,Cc1c(-c2ccc(N3CC(F)(F)C3)cc2)c(=O)c(C(=O)NC(C)(C)c2ccc(S(C)(=O)=O)cn2)cn1C(C)C,0.46356955294148927,3.220218716833765,4.323520000000004,101.37,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8b80>,Cc1nccc[n+]1Cc1cccc2ccccc12,0.6240439258263498,2.4825718846276192,2.8790200000000015,16.77,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8c40>,CCOC(=O)Cc1csc2c(-c3ccc(OCC)cc3)c[nH]c12,0.6819537825374606,2.4840138988479605,4.400700000000003,51.32,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8ca0>,NC(=O)c1ccc(C2=CCCN=C(c3ccccc3)C2)cc1,0.9244404164450116,2.4490798475713724,3.4520000000000026,55.45,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8d00>,COC1=CC(=O)c2c(c(CO)cn2Cc2ccccc2Br)C1=O,0.8911970935994608,2.762349388358448,2.700500000000001,68.53,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8be0>,Cc1cc(C(=O)NCC(Nc2ccc(C)c(C)c2)c2ccc(NS(C)(=O)=O)c(Cl)c2)cc(N2CCOCC2)n1,0.34763652392590766,3.1561874044406,4.451560000000003,112.66000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8d60>,CC1Cc2cnn(CC(N)=O)c(=O)c2CN1,0.6547982481603898,3.4820323154984596,-1.2371999999999983,90.01,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8dc0>,CCN1c2cc(Cl)ccc2N(CC(=O)NCCc2ccc(Cl)cc2Cl)C(=O)c2cccnc21,0.4810159826407742,2.484358663264125,5.518900000000004,65.54,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8e20>,CCC(C)C(NC(=O)c1cc2cc(NC(N)=O)ccc2nc1-c1ccc2[nH]nnc(=O)c2c1)C(=O)O,0.260655145348374,3.4973702313828348,2.253,193.04999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8e80>,CCN1CCC(N=c2cc(Nc3ccc(NC(=O)ON(C)C)cc3)[nH]cn2)CC1,0.6460890689760782,3.2578159873228945,2.5634000000000006,97.87999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8ee0>,CC(C)C(O)C1OOC(n2cnc3c(=NCc4ccccc4O)[nH]cnc32)C(O)C1O,0.3567738784828937,4.770211270446595,0.13359999999999972,158.24,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8fa0>,CC(NC(=O)N1CCCN(C(C)c2ccccc2)CC1)c1ccccc1,0.8947898878170151,2.6103198421524247,4.226100000000003,35.58,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7040>,CC(=O)c1c(C(=O)NC2CCN(C)CC2O)cc(C)n1Cc1cccs1,0.7830988108893872,3.431518534460116,1.9037199999999992,74.57,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff8f40>,CCN(CC)c1ccc(-c2ccc(S(=O)(=O)NN3CC(C)OC(C)C3)nn2)c(C)c1,0.7180050721168049,3.7048815902462318,2.600720000000001,87.66000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7100>,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)CN1CCCCC1)CCCC2,0.8037334018407345,2.229813051107497,2.0920999999999994,60.93000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff70a0>,CCOC(=O)CC(NC(=O)CCc1c(C)noc1C)c1ccc(C(C)=NNC(=O)CC2CCCCC2)cc1,0.23255787987557563,3.1211004324862692,4.845340000000005,122.88999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7160>,CCOc1ccc(-n2cc(-c3ccc(N4C5CCC4CN(C(=O)C(C)C)C5)cc3)nn2)cc1,0.5699134973824891,3.923323872233137,4.168600000000002,63.49,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff71c0>,CCCCNC(=O)C(C#N)=Cc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,0.2652727897622843,2.333985443099067,3.408380000000002,99.27000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7280>,CC(O)c1nc2c(c(N(C)C)n1)CCc1cnn(C)c1-2,0.8870541931166391,3.60380488029681,1.095,67.07000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff72e0>,Cc1ccc2ccc3[nH]c(=O)n(Cc4cccc5ccccc45)c3c2n1,0.5185176871198012,2.2872460886539443,4.3877200000000025,50.68,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7220>,CC(C)(O)C(Cc1ccc(O)cc1)C(=O)O,0.7221541996577687,2.7446900078061525,1.4063999999999999,77.76,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7340>,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(NCC)C(C)(C)C5CCC43C)C12,0.402632273108708,4.847150574222983,7.706700000000009,49.33,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7400>,COc1cccc(-c2cc(=O)c3cc(O)ccc3o2)c1,0.7751029818957302,1.9945052690756473,3.1742000000000017,59.67,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff73a0>,CC1(C)CC(=O)CC(=NCCN(Cc2ccc(Cl)cc2)C(=O)C2CC2)C1,0.7449132632011424,2.776206412540583,4.2988000000000035,49.74,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7460>,CCC1CN2CCCC2CN1C(=O)c1cc(CCc2ccccc2)cc(Cc2ccccc2-c2nn[nH]n2)c1,0.3560644561743977,3.4602332390620196,4.941500000000005,78.01,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff74c0>,CC(Cn1cnnn1)c1ccc(OCc2ccccc2Oc2ccc(Cc3sc(-c4ccccc4)nc3C(=O)O)cc2)cc1,0.15555127890914677,3.2725637220848895,7.260600000000007,112.25000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7580>,CC(=O)C1=CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0.7722622274644187,4.171772303039601,4.515300000000004,37.3,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7520>,CN(C1CC(N)C=C1F)S(=O)(=O)c1ccc(-c2cn[nH]c(=N)c2)c(F)c1,0.7394216900185999,4.162038334026747,1.2687700000000002,115.92999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff75e0>,Cc1ccc(F)cc1NC(=O)CSc1nnc(C)c2c(C)n(-c3ccccc3)nc12,0.4765537603071647,2.4056124942766512,4.610660000000003,72.7,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff76a0>,Cc1cc(=O)oc2cc(ON=Cc3c[nH]c4ccccc34)ccc12,0.35260349329874674,2.5860123644295783,3.9956200000000024,67.59,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7700>,CC1Cc2ccccc2N1C(=O)CSc1ccc(O)cc1N,0.6748480930842087,2.7426567010589693,3.0443000000000007,66.56,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7760>,Cc1noc(N2CC(O)C(Cc3ccc(F)cc3)O2)n1,0.9111259878968276,3.7637865205498375,1.24092,71.62,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff77c0>,Cc1ccccc1-c1nnc(SCC(=O)N2CCN(C3CCCC3)CC2)n1C,0.7237697691085039,2.2484400232951405,2.9694200000000013,54.260000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7640>,COC(=O)C(Cc1ccc(OCC(=O)O)c([N+](=O)[O-])c1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,0.20326142044911086,3.125645179492385,2.3945000000000016,183.39999999999998,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7820>,CCOC(=O)C1(Cc2ccccc2)CCCN(C(=O)c2ccc3[nH]cc(C)c3c2)C1,0.6368630880416137,2.836886048201377,4.504520000000004,62.4,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff78e0>,CSC(=S)N=Nc1cccc([N+](=O)[O-])c1,0.3444992102126479,3.1218419368151737,3.3264000000000014,67.86,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7880>,CC1CC(=NNC(=O)CCN=c2cc[nH]c3cc(Cl)ccc23)c2ccc(C(=O)O)cc2O1,0.5134509608021088,3.5508056417176617,3.501800000000001,116.14000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff79a0>,CC(=O)c1ccc(OCc2coc3ccc(Cl)cc3c2=O)cc1,0.67249515873992,2.0846533824412887,4.228000000000002,56.51,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7940>,CN(CC=Cc1cn(-c2cccc(C(F)(F)F)c2)nc1-c1ccnc(Cl)c1)CCO,0.5522327557624528,2.7626306261447837,4.5438000000000045,54.18000000000001,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7a60>,CCCSC(=N)N1CCC(c2cccc(N3CCC(COC)C3)c2)CC1,0.590189539615102,3.206026714229173,4.416670000000004,39.56,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7ac0>,Cc1c(C)[n+]([O-])c2c(Cl)c(Cl)ccc2[n+]1[O-],0.5365430489198579,3.5628803434802006,2.03024,53.879999999999995,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7a00>,Cn1c2nc3ccccc3c-2cc2ccccc21,0.4502621477161849,1.8572821894171678,3.8313000000000015,17.82,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7b20>,COc1cc(OC)c(OC)cc1C=C1CC(C(=O)O)C(c2ccc(N)cc2)C1=O,0.5693418437128357,3.358835697286912,3.1354000000000015,108.08,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7be0>,COc1cc2c(c(OC)c1O)-c1c(OC)cccc1C(C)C(C)C(C)C2,0.8390316819453744,3.507404862071608,5.016800000000004,47.92,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7b80>,C=c1c(=Cc2c(O)n(C)c(=S)[nH]c2=O)cc(C)n1-c1nc(-c2cccc([N+](=O)[O-])c2)cs1,0.2704550837401347,3.388569609528804,2.518410000000001,118.98000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7ca0>,CCc1ccc2oc(=O)c(-c3nn(-c4ccc(C)cc4)ccc3=O)cc2c1,0.5214886222518094,2.3935179698300306,3.8767200000000024,65.1,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7c40>,COc1c(C(=O)O)cccc1C1C=C(C)CC2=C1C(=O)C(=O)c1ccccc12,0.6475968727255794,3.284520674753619,4.0462000000000025,80.67,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7d60>,CCNC(=O)c1cc2c(C(F)(F)F)[nH]nc2n(CC)c1=O,0.9017108995798442,2.8010282358167853,1.5130000000000001,79.78,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7dc0>,CCOn1nnnc1SCC(=O)Nc1ccccc1[N+](=O)[O-],0.4493301959272673,2.5790273274100812,0.7605999999999993,125.07000000000002,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7d00>,Cc1nc2ccc(OCc3c(Cl)ccc(N(C)C(=O)C=NC(=O)CCc4ccc(C(=O)NCCCN(C)C)cc4)c3Cl)cc2o1,0.1413202615045245,3.1758687418936216,5.896520000000006,117.34,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7e20>,C=CC(=O)Nc1cccc(N=c2cc[nH]c(=Nc3cccc(F)c3)[nH]2)c1,0.6213942871790221,3.2812344125405843,3.0712,85.4,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7ee0>,CCOc1ccc(NC(=O)NCc2nc(-c3cccs3)no2)cc1,0.7140110049996476,2.0829044523416673,3.5185000000000013,89.28,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7f40>,CCc1[nH]c(=N)[nH]c(=N)c1-c1nc2c(C)cc(C)nc2s1,0.5820226169150614,3.5639346018645304,2.15268,105.06,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7e80>,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Oc3ccccc3)cc2)n(C)c1=O,0.5104034090542967,2.382170600750193,2.6363000000000003,74.29,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff9040>,COc1cn(C(=O)Nc2cnc3cccc(Cl)c3c2)cn1,0.7891411630293538,2.627704389662938,3.1735000000000007,69.03999999999999,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff7fa0>,CC1CN(C(C)CO)C(=O)c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2OC1CN(C)Cc1ccc(F)cc1,0.3998259606548415,3.498502898293925,4.117700000000004,99.18,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff90a0>,CCOCCNC(=O)c1c(C)oc2[nH]cnc(=Nc3ccc(OCc4ccc(F)cc4)c(Cl)c3)c12,0.321609639112984,3.058784985866252,4.834520000000004,101.74,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff9100>,COc1ccc(C23CC(C(=O)N=c4cc[nH]cn4)CC4C2C#CCN4C3)cc1,0.827144721768308,6.276772996788575,1.5109999999999995,70.58,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff91c0>,CC(C)CN1CCN(C(c2ccccc2)c2nnnn2Cc2ccccc2)CC1,0.6205066468287588,2.604340843119317,3.0844000000000014,50.080000000000005,0.96,0.999,0.988
<rdkit.Chem.rdchem.Mol object at 0x148fe7ff9160>,COc1ccccc1C1CC2(CC(C)=O)CCC(=O)C=C2N(Cc2ccc(OC(C)C)c(Cl)c2Cl)C1=O,0.3786132361297002,3.8578865552270125,6.517600000000006,72.91,0.96,0.999,0.988
